---,Name
20522,"NSLOCTEXT("""", ""ItemTable_20522_Name"", ""XX_Werehyena_bc_2"")"
20523,"NSLOCTEXT("""", ""ItemTable_20523_Name"", ""XX_Werehyena_charge_1"")"
20524,"NSLOCTEXT("""", ""ItemTable_20524_Name"", ""XX_Werehyena_t_1"")"
20531,"NSLOCTEXT("""", ""ItemTable_20531_Name"", ""XX_SnakePeople_Brute_bc_1"")"
20532,"NSLOCTEXT("""", ""ItemTable_20532_Name"", ""XX_SnakePeople_Brute_bc_2"")"
20533,"NSLOCTEXT("""", ""ItemTable_20533_Name"", ""XX_SnakePeople_Brute_charge_1"")"
20534,"NSLOCTEXT("""", ""ItemTable_20534_Name"", ""XX_SnakePeople_Brute_t_1"")"
20540,"NSLOCTEXT("""", ""ItemTable_20540_Name"", ""XX_BigSnake_bc_1"")"
20541,"NSLOCTEXT("""", ""ItemTable_20541_Name"", ""XX_GiantSnake_bc_1"")"
20542,"NSLOCTEXT("""", ""ItemTable_20542_Name"", ""XX_GiantSnake_bc_2"")"
20543,"NSLOCTEXT("""", ""ItemTable_20543_Name"", ""xx_AlphaGiantSnake_bc_1"")"
20544,"NSLOCTEXT("""", ""ItemTable_20544_Name"", ""xx_AlphaGiantSnake_bc_2"")"
20561,"NSLOCTEXT("""", ""ItemTable_20561_Name"", ""XX_Komodo_bc_1"")"
20562,"NSLOCTEXT("""", ""ItemTable_20562_Name"", ""XX_Komodo_bc_2"")"
20563,"NSLOCTEXT("""", ""ItemTable_20563_Name"", ""XX_Komodo_bc_3"")"
20564,"NSLOCTEXT("""", ""ItemTable_20564_Name"", ""XX_Komodo_bc_4"")"
20565,"NSLOCTEXT("""", ""ItemTable_20565_Name"", ""XX_Komodo_t_1"")"
20566,"NSLOCTEXT("""", ""ItemTable_20566_Name"", ""XX_Wolf_bc_1"")"
20567,"NSLOCTEXT("""", ""ItemTable_20567_Name"", ""XX_Wolf_bc_2"")"
20568,"NSLOCTEXT("""", ""ItemTable_20568_Name"", ""XX_Wolf_bc_3"")"
20569,"NSLOCTEXT("""", ""ItemTable_20569_Name"", ""XX_Wolf_charge_1"")"
20581,"NSLOCTEXT("""", ""ItemTable_20581_Name"", ""XX_SewerAbomination_bc_1"")"
20582,"NSLOCTEXT("""", ""ItemTable_20582_Name"", ""XX_SewerAbomination_bc_2"")"
20583,"NSLOCTEXT("""", ""ItemTable_20583_Name"", ""XX_SewerAbomination_bc_3"")"
20584,"NSLOCTEXT("""", ""ItemTable_20584_Name"", ""XX_SewerAbomination_bc_4"")"
20585,"NSLOCTEXT("""", ""ItemTable_20585_Name"", ""XX_SewerAbomination_bc_5"")"
20586,"NSLOCTEXT("""", ""ItemTable_20586_Name"", ""XX_SewerAbomination_bc_6"")"
20591,"NSLOCTEXT("""", ""ItemTable_20591_Name"", ""XX_SewerAbomination_AcidProjectile"")"
20592,"NSLOCTEXT("""", ""ItemTable_20592_Name"", ""XX_BigCatPanther_bc_1"")"
20593,"NSLOCTEXT("""", ""ItemTable_20593_Name"", ""XX_BigCatPanther_bc_2"")"
20594,"NSLOCTEXT("""", ""ItemTable_20594_Name"", ""XX_BigCatPanther_bc_3"")"
20595,"NSLOCTEXT("""", ""ItemTable_20595_Name"", ""XX_BigCatPanther_bc_4"")"
20596,"NSLOCTEXT("""", ""ItemTable_20596_Name"", ""XX_BigCatPanther_bc_5"")"
20597,"NSLOCTEXT("""", ""ItemTable_20597_Name"", ""XX_BigCatPanther_bc_6"")"
20598,"NSLOCTEXT("""", ""ItemTable_20598_Name"", ""XX_BigCatSandbeast_bc_1"")"
20599,"NSLOCTEXT("""", ""ItemTable_20599_Name"", ""XX_BigCatSandbeast_bc_2"")"
20600,"NSLOCTEXT("""", ""ItemTable_20600_Name"", ""XX_BigCatSandbeast_bc_3"")"
20601,"NSLOCTEXT("""", ""ItemTable_20601_Name"", ""XX_BigCatSandbeast_bc_4"")"
20602,"NSLOCTEXT("""", ""ItemTable_20602_Name"", ""XX_BigCatSandbeast_bc_5"")"
20603,"NSLOCTEXT("""", ""ItemTable_20603_Name"", ""XX_BigCatSandbeast_bc_6"")"
20604,"NSLOCTEXT("""", ""ItemTable_20604_Name"", ""XX_BigCatSandbeast_bc_7"")"
20605,"NSLOCTEXT("""", ""ItemTable_20605_Name"", ""XX_BigCatPanther_t_1"")"
20606,"NSLOCTEXT("""", ""ItemTable_20606_Name"", ""XX_BigCatPanther_Boss_Swipe_L"")"
20607,"NSLOCTEXT("""", ""ItemTable_20607_Name"", ""XX_BigCatPanther_Boss_Swipe_R"")"
20608,"NSLOCTEXT("""", ""ItemTable_20608_Name"", ""XX_BigCatPanther_Boss_Swipe_L"")"
20609,"NSLOCTEXT("""", ""ItemTable_20609_Name"", ""XX_BigCatPanther_Boss_Swipe_R"")"
20610,"NSLOCTEXT("""", ""ItemTable_20610_Name"", ""XX_Wolf_bc_1"")"
20611,"NSLOCTEXT("""", ""ItemTable_20611_Name"", ""XX_Wolf_bc_2"")"
20612,"NSLOCTEXT("""", ""ItemTable_20612_Name"", ""XX_Wolf_bc_3"")"
20613,"NSLOCTEXT("""", ""ItemTable_20613_Name"", ""XX_Wolf_charge_1"")"
20614,"NSLOCTEXT("""", ""ItemTable_20614_Name"", ""XX_Wolf_Dire_bc_1"")"
20615,"NSLOCTEXT("""", ""ItemTable_20615_Name"", ""XX_Wolf_Dire_bc_2"")"
20616,"NSLOCTEXT("""", ""ItemTable_20616_Name"", ""XX_Wolf_Dire_bc_3"")"
20617,"NSLOCTEXT("""", ""ItemTable_20617_Name"", ""XX_Wolf_charge_1"")"
20618,"NSLOCTEXT("""", ""ItemTable_20618_Name"", ""XX_Wolf_sidestep_left"")"
20619,"NSLOCTEXT("""", ""ItemTable_20619_Name"", ""XX_Wolf_sidestep_right"")"
20620,"NSLOCTEXT("""", ""ItemTable_20620_Name"", ""XX_Wolf_Bite_1"")"
20621,"NSLOCTEXT("""", ""ItemTable_20621_Name"", ""XX_Wolf_Bite_2"")"
20622,"NSLOCTEXT("""", ""ItemTable_20622_Name"", ""XX_Wolf_Dire_Bite_1"")"
20623,"NSLOCTEXT("""", ""ItemTable_20623_Name"", ""XX_Wolf_Dire_Bite_2"")"
20630,"NSLOCTEXT("""", ""ItemTable_20630_Name"", ""XX_Elk_bc_1"")"
20631,"NSLOCTEXT("""", ""ItemTable_20631_Name"", ""XX_Elk_bc_2"")"
20632,"NSLOCTEXT("""", ""ItemTable_20632_Name"", ""XX_Elk_bc_3"")"
20633,"NSLOCTEXT("""", ""ItemTable_20633_Name"", ""XX_Elk_OverheadSmash"")"
20636,"NSLOCTEXT("""", ""ItemTable_20636_Name"", ""XX_Elk_King_bc_1"")"
20637,"NSLOCTEXT("""", ""ItemTable_20637_Name"", ""XX_Elk_King_bc_2"")"
20638,"NSLOCTEXT("""", ""ItemTable_20638_Name"", ""XX_Elk_King_bc_3"")"
20639,"NSLOCTEXT("""", ""ItemTable_20639_Name"", ""XX_Elk_King_OverheadSmash"")"
20640,"NSLOCTEXT("""", ""ItemTable_20640_Name"", ""XX_Kudo_bc_1"")"
20641,"NSLOCTEXT("""", ""ItemTable_20641_Name"", ""XX_Kudo_bc_2"")"
20642,"NSLOCTEXT("""", ""ItemTable_20642_Name"", ""XX_Kudo_bc_3"")"
20643,"NSLOCTEXT("""", ""ItemTable_20643_Name"", ""XX_Kudo_OverheadSmash"")"
20650,"NSLOCTEXT("""", ""ItemTable_20650_Name"", ""XX_Mountain_Goat_bc_1"")"
20651,"NSLOCTEXT("""", ""ItemTable_20651_Name"", ""XX_Mountain_Goat_OverheadSmash"")"
20655,"NSLOCTEXT("""", ""ItemTable_20655_Name"", ""XX_Gazeller_Scared"")"
20656,"NSLOCTEXT("""", ""ItemTable_20656_Name"", ""XX_Gazeller_bc_1"")"
20657,"NSLOCTEXT("""", ""ItemTable_20657_Name"", ""XX_Gazeller_bc_2"")"
20658,"NSLOCTEXT("""", ""ItemTable_20658_Name"", ""XX_Gazeller_bc_3"")"
20660,"NSLOCTEXT("""", ""ItemTable_20660_Name"", ""XX_Wild_Boar_bc_1"")"
20661,"NSLOCTEXT("""", ""ItemTable_20661_Name"", ""XX_Wild_Boar_bc_2"")"
20662,"NSLOCTEXT("""", ""ItemTable_20662_Name"", ""XX_Wild_Boar_charge"")"
20664,"NSLOCTEXT("""", ""ItemTable_20664_Name"", ""XX_Wild_Boar_Boss_bc_1"")"
20665,"NSLOCTEXT("""", ""ItemTable_20665_Name"", ""XX_Wild_Boar_Boss_bc_2"")"
20666,"NSLOCTEXT("""", ""ItemTable_20666_Name"", ""XX_Wild_Boar_Boss_charge"")"
20667,"NSLOCTEXT("""", ""ItemTable_20667_Name"", ""XX_Wild_Boar_taunt"")"
20668,"NSLOCTEXT("""", ""ItemTable_20668_Name"", ""XX_Wild_Boar_Boss_Special"")"
20669,"NSLOCTEXT("""", ""ItemTable_20669_Name"", ""XX_Wild_Boar_Boss_taunt"")"
20670,"NSLOCTEXT("""", ""ItemTable_20670_Name"", ""XX_Bear_bc_1"")"
20671,"NSLOCTEXT("""", ""ItemTable_20671_Name"", ""XX_Bear_bc_2"")"
20672,"NSLOCTEXT("""", ""ItemTable_20672_Name"", ""XX_Bear_medium_1"")"
20673,"NSLOCTEXT("""", ""ItemTable_20673_Name"", ""XX_Bear_medium_2"")"
20674,"NSLOCTEXT("""", ""ItemTable_20674_Name"", ""XX_Bear_taunt"")"
20675,"NSLOCTEXT("""", ""ItemTable_20675_Name"", ""XX_Bear_Black_bc_1"")"
20676,"NSLOCTEXT("""", ""ItemTable_20676_Name"", ""XX_Bear_Black_bc_2"")"
20677,"NSLOCTEXT("""", ""ItemTable_20677_Name"", ""XX_Bear_Black_medium_1"")"
20678,"NSLOCTEXT("""", ""ItemTable_20678_Name"", ""XX_Bear_Black_medium_2"")"
20680,"NSLOCTEXT("""", ""ItemTable_20680_Name"", ""XX_Bear_Black_bc_1"")"
20681,"NSLOCTEXT("""", ""ItemTable_20681_Name"", ""XX_Bear_Black_bc_2"")"
20682,"NSLOCTEXT("""", ""ItemTable_20682_Name"", ""XX_Bear_Black_medium_1"")"
20683,"NSLOCTEXT("""", ""ItemTable_20683_Name"", ""XX_Bear_Black_medium_2"")"
20684,"NSLOCTEXT("""", ""ItemTable_20684_Name"", ""XX_Sabretooth_bc_1"")"
20685,"NSLOCTEXT("""", ""ItemTable_20685_Name"", ""XX_Sabretooth_bc_2"")"
20686,"NSLOCTEXT("""", ""ItemTable_20686_Name"", ""XX_Sabretooth_bc_3"")"
20687,"NSLOCTEXT("""", ""ItemTable_20687_Name"", ""XX_Sabretooth_bc_4"")"
20688,"NSLOCTEXT("""", ""ItemTable_20688_Name"", ""XX_Sabretooth_bc_5"")"
20689,"NSLOCTEXT("""", ""ItemTable_20689_Name"", ""XX_Sabretooth_bc_6"")"
20690,"NSLOCTEXT("""", ""ItemTable_20690_Name"", ""XX_Sabretooth_bc_1"")"
20691,"NSLOCTEXT("""", ""ItemTable_20691_Name"", ""XX_Sabretooth_bc_2"")"
20692,"NSLOCTEXT("""", ""ItemTable_20692_Name"", ""XX_Sabretooth_bc_3"")"
20693,"NSLOCTEXT("""", ""ItemTable_20693_Name"", ""XX_Sabretooth_bc_4"")"
20694,"NSLOCTEXT("""", ""ItemTable_20694_Name"", ""XX_Sabretooth_bc_5"")"
20695,"NSLOCTEXT("""", ""ItemTable_20695_Name"", ""XX_Sabretooth_bc_6"")"
20700,"NSLOCTEXT("""", ""ItemTable_20700_Name"", ""XX_Jaguar_Jab1"")"
20701,"NSLOCTEXT("""", ""ItemTable_20701_Name"", ""XX_Jaguar_Jab2"")"
20702,"NSLOCTEXT("""", ""ItemTable_20702_Name"", ""XX_Jaguar_Overhead"")"
20703,"NSLOCTEXT("""", ""ItemTable_20703_Name"", ""XX_Jaguar_Sidedash_Left"")"
20704,"NSLOCTEXT("""", ""ItemTable_20704_Name"", ""XX_Jaguar_Sidedash_Right"")"
20705,"NSLOCTEXT("""", ""ItemTable_20705_Name"", ""XX_Jaguar_Charge"")"
20710,"NSLOCTEXT("""", ""ItemTable_20710_Name"", ""XX_Rocknose_King_Boss_Moss_bc_1"")"
20711,"NSLOCTEXT("""", ""ItemTable_20711_Name"", ""XX_Rocknose_King_Boss_Moss_bc_2"")"
20712,"NSLOCTEXT("""", ""ItemTable_20712_Name"", ""XX_Rocknose_King_Boss_Moss_bc_3"")"
20713,"NSLOCTEXT("""", ""ItemTable_20713_Name"", ""XX_Rocknose_King_Boss_Moss_bc_4"")"
20714,"NSLOCTEXT("""", ""ItemTable_20714_Name"", ""XX_Rocknose_King_Boss_Moss_t_1"")"
20721,"NSLOCTEXT("""", ""ItemTable_20721_Name"", ""XX_Rocknose_King_Ice_bc_1"")"
20722,"NSLOCTEXT("""", ""ItemTable_20722_Name"", ""XX_Rocknose_King_Ice_bc_2"")"
20723,"NSLOCTEXT("""", ""ItemTable_20723_Name"", ""XX_Rocknose_King_Ice_bc_3"")"
20724,"NSLOCTEXT("""", ""ItemTable_20724_Name"", ""XX_Rocknose_King_Ice_bc_4"")"
20725,"NSLOCTEXT("""", ""ItemTable_20725_Name"", ""XX_Rocknose_King_Ice_t_1"")"
20730,"NSLOCTEXT("""", ""ItemTable_20730_Name"", ""XX_Frost_Giant_bc_1"")"
20731,"NSLOCTEXT("""", ""ItemTable_20731_Name"", ""XX_Frost_Giant_bc_2"")"
20732,"NSLOCTEXT("""", ""ItemTable_20732_Name"", ""XX_Frost_Giant_bc_3"")"
20733,"NSLOCTEXT("""", ""ItemTable_20733_Name"", ""XX_Frost_Giant_bc_4"")"
20734,"NSLOCTEXT("""", ""ItemTable_20734_Name"", ""XX_Frost_Giant_bc_5"")"
20735,"NSLOCTEXT("""", ""ItemTable_20735_Name"", ""XX_Frost_Giant_bc_6"")"
20736,"NSLOCTEXT("""", ""ItemTable_20736_Name"", ""XX_Frost_Giant_taunt"")"
20741,"NSLOCTEXT("""", ""ItemTable_20741_Name"", ""XX_Witch_Queen_Statue_Slam"")"
20742,"NSLOCTEXT("""", ""ItemTable_20742_Name"", ""XX_Witch_Queen_Statue_Stomp"")"
20743,"NSLOCTEXT("""", ""ItemTable_20743_Name"", ""xx_IronKing_kick"")"
20744,"NSLOCTEXT("""", ""ItemTable_20744_Name"", ""xx_IronKingKickToOverhand"")"
20745,"NSLOCTEXT("""", ""ItemTable_20745_Name"", ""xx_IronKingLeap"")"
20746,"NSLOCTEXT("""", ""ItemTable_20746_Name"", ""xx_IronKingOverhandSequence"")"
20747,"NSLOCTEXT("""", ""ItemTable_20747_Name"", ""xx_IronKingSpin"")"
20748,"NSLOCTEXT("""", ""ItemTable_20748_Name"", ""xx_IronKingShedRust"")"
20750,"NSLOCTEXT("""", ""ItemTable_20750_Name"", ""XX_Death_Knight_bc_1"")"
20751,"NSLOCTEXT("""", ""ItemTable_20751_Name"", ""XX_Death_Knight_bc_2"")"
20752,"NSLOCTEXT("""", ""ItemTable_20752_Name"", ""XX_Death_Knight_bc_3"")"
20753,"NSLOCTEXT("""", ""ItemTable_20753_Name"", ""XX_Death_Knight_bc_4"")"
20754,"NSLOCTEXT("""", ""ItemTable_20754_Name"", ""XX_Death_Knight_bc_5"")"
20755,"NSLOCTEXT("""", ""ItemTable_20755_Name"", ""XX_Death_Knight_bc_6"")"
20760,"NSLOCTEXT("""", ""ItemTable_20760_Name"", ""XX_RavenousWolf_bc_1"")"
20761,"NSLOCTEXT("""", ""ItemTable_20761_Name"", ""XX_RavenousWolf_bc_2"")"
20762,"NSLOCTEXT("""", ""ItemTable_20762_Name"", ""XX_RavenousWolf_bc_3"")"
20763,"NSLOCTEXT("""", ""ItemTable_20763_Name"", ""XX_RavenousWolf_charge_1"")"
20764,"NSLOCTEXT("""", ""ItemTable_20764_Name"", ""XX_RavenousWolf_sidestep_left"")"
20765,"NSLOCTEXT("""", ""ItemTable_20765_Name"", ""XX_RavenousWolf_sidestep_right"")"
20766,"NSLOCTEXT("""", ""ItemTable_20766_Name"", ""XX_RavenousWolf_Bite_1"")"
20767,"NSLOCTEXT("""", ""ItemTable_20767_Name"", ""XX_RavenousWolf_Bite_2"")"
20771,"NSLOCTEXT("""", ""ItemTable_20771_Name"", ""XX_Vulture_FlyAway_1"")"
20777,"NSLOCTEXT("""", ""ItemTable_20777_Name"", ""XX_SnakePeople_hordeling_light_1"")"
20778,"NSLOCTEXT("""", ""ItemTable_20778_Name"", ""XX_SnakePeople_hordeling_special"")"
20779,"NSLOCTEXT("""", ""ItemTable_20779_Name"", ""XX_SnakePeople_hordeling_bow"")"
20780,"NSLOCTEXT("""", ""ItemTable_20780_Name"", ""XX_SnakePeople_light_1"")"
20781,"NSLOCTEXT("""", ""ItemTable_20781_Name"", ""XX_SnakePeople_light_2"")"
20782,"NSLOCTEXT("""", ""ItemTable_20782_Name"", ""XX_SnakePeople_special"")"
20783,"NSLOCTEXT("""", ""ItemTable_20783_Name"", ""XX_SnakePeople_bow"")"
20784,"NSLOCTEXT("""", ""ItemTable_20784_Name"", ""XX_SnakePeople_bow_projectile"")"
20785,"NSLOCTEXT("""", ""ItemTable_20785_Name"", ""XX_SnakePeople_Illusion_light_1"")"
20786,"NSLOCTEXT("""", ""ItemTable_20786_Name"", ""XX_SnakePeople_Illusion_light_2"")"
20787,"NSLOCTEXT("""", ""ItemTable_20787_Name"", ""XX_SnakePeople_special"")"
20790,"NSLOCTEXT("""", ""ItemTable_20790_Name"", ""XX_DemonSpider_left"")"
20791,"NSLOCTEXT("""", ""ItemTable_20791_Name"", ""XX_DemonSpider_Right"")"
20792,"NSLOCTEXT("""", ""ItemTable_20792_Name"", ""XX_DemonSpider_Mid"")"
20793,"NSLOCTEXT("""", ""ItemTable_20793_Name"", ""XX_DemonSpider_Special_Buff"")"
20794,"NSLOCTEXT("""", ""ItemTable_20794_Name"", ""XX_DemonSpider_Special_Poison"")"
20795,"NSLOCTEXT("""", ""ItemTable_20795_Name"", ""XX_DemonSpider_Special_Web"")"
20796,"NSLOCTEXT("""", ""ItemTable_20796_Name"", ""XX_DemonSpider_left_Short"")"
20797,"NSLOCTEXT("""", ""ItemTable_20797_Name"", ""XX_DemonSpider_right_short"")"
20798,"NSLOCTEXT("""", ""ItemTable_20798_Name"", ""XX_DemonSpider_mid_short"")"
20800,"NSLOCTEXT("""", ""ItemTable_20800_Name"", ""XX_Yeti_Roar"")"
20801,"NSLOCTEXT("""", ""ItemTable_20801_Name"", ""XX_Yeti_Smash"")"
20802,"NSLOCTEXT("""", ""ItemTable_20802_Name"", ""XX_Yeti_Stomp"")"
20803,"NSLOCTEXT("""", ""ItemTable_20803_Name"", ""XX_Yeti_Throw"")"
20804,"NSLOCTEXT("""", ""ItemTable_20804_Name"", ""XX_Yeti_JumpSmash"")"
20805,"NSLOCTEXT("""", ""ItemTable_20805_Name"", ""XX_Yeti_Throw_Projectile"")"
20806,"NSLOCTEXT("""", ""ItemTable_20806_Name"", ""XX_Yeti_Taunt"")"
20807,"NSLOCTEXT("""", ""ItemTable_20807_Name"", ""XX_Yeti_Smash_miniboss"")"
20808,"NSLOCTEXT("""", ""ItemTable_20808_Name"", ""XX_Yeti_Stomp_miniboss"")"
20809,"NSLOCTEXT("""", ""ItemTable_20809_Name"", ""XX_Yeti_JumpSmash_miniboss"")"
20810,"NSLOCTEXT("""", ""ItemTable_20810_Name"", ""XX_GreyApe_Roar"")"
20811,"NSLOCTEXT("""", ""ItemTable_20811_Name"", ""XX_GreyApe_Smash"")"
20812,"NSLOCTEXT("""", ""ItemTable_20812_Name"", ""XX_GreyApe_Stomp"")"
20813,"NSLOCTEXT("""", ""ItemTable_20813_Name"", ""XX_GreyApe_Throw"")"
20814,"NSLOCTEXT("""", ""ItemTable_20814_Name"", ""XX_GreyApe_JumpSmash"")"
20820,"NSLOCTEXT("""", ""ItemTable_20820_Name"", ""XX_Gorilla_Jab_1"")"
20821,"NSLOCTEXT("""", ""ItemTable_20821_Name"", ""XX_Gorilla_Jab_2"")"
20822,"NSLOCTEXT("""", ""ItemTable_20822_Name"", ""XX_Gorilla_Jab_3"")"
20823,"NSLOCTEXT("""", ""ItemTable_20823_Name"", ""XX_Gorilla_Jab_4"")"
20824,"NSLOCTEXT("""", ""ItemTable_20824_Name"", ""XX_Gorilla_Smash"")"
20825,"NSLOCTEXT("""", ""ItemTable_20825_Name"", ""XX_Gorilla_Charge"")"
20826,"NSLOCTEXT("""", ""ItemTable_20826_Name"", ""XX_Gorilla_taunt"")"
20830,"NSLOCTEXT("""", ""ItemTable_20830_Name"", ""XX_JungleBird_light_1"")"
20831,"NSLOCTEXT("""", ""ItemTable_20831_Name"", ""XX_JungleBird_light_2"")"
20832,"NSLOCTEXT("""", ""ItemTable_20832_Name"", ""XX_JungleBird_light_3"")"
20833,"NSLOCTEXT("""", ""ItemTable_20833_Name"", ""XX_JungleBird_charge"")"
20838,"NSLOCTEXT("""", ""ItemTable_20838_Name"", ""XX_Children_of_Jhil_bc_1"")"
20839,"NSLOCTEXT("""", ""ItemTable_20839_Name"", ""XX_Children_of_Jhil_bc_2"")"
20840,"NSLOCTEXT("""", ""ItemTable_20840_Name"", ""XX_Salamander_left"")"
20841,"NSLOCTEXT("""", ""ItemTable_20841_Name"", ""XX_Salamander_mid"")"
20842,"NSLOCTEXT("""", ""ItemTable_20842_Name"", ""XX_Salamander_right"")"
20843,"NSLOCTEXT("""", ""ItemTable_20843_Name"", ""XX_Salamander_dash"")"
20844,"NSLOCTEXT("""", ""ItemTable_20844_Name"", ""XX_Salamander_spit"")"
20845,"NSLOCTEXT("""", ""ItemTable_20845_Name"", ""XX_Salamander_poison"")"
20846,"NSLOCTEXT("""", ""ItemTable_20846_Name"", ""XX_Salamander_spit_projectile"")"
20847,"NSLOCTEXT("""", ""ItemTable_20847_Name"", ""XX_Children_of_Jhil_special_1"")"
20848,"NSLOCTEXT("""", ""ItemTable_20848_Name"", ""XX_Children_of_Jhil_special_2"")"
20849,"NSLOCTEXT("""", ""ItemTable_20849_Name"", ""XX_Children_of_Jhil_special_3"")"
20850,"NSLOCTEXT("""", ""ItemTable_20850_Name"", ""XX_Children_of_Jhil_bc_1"")"
20851,"NSLOCTEXT("""", ""ItemTable_20851_Name"", ""XX_Children_of_Jhil_bc_2"")"
20852,"NSLOCTEXT("""", ""ItemTable_20852_Name"", ""XX_Children_of_Jhil_taunt"")"
20853,"NSLOCTEXT("""", ""ItemTable_20853_Name"", ""XX_Children_of_Jhil_special_1"")"
20854,"NSLOCTEXT("""", ""ItemTable_20854_Name"", ""XX_Children_of_Jhil_special_2"")"
20855,"NSLOCTEXT("""", ""ItemTable_20855_Name"", ""XX_Children_of_Jhil_special_3"")"
20860,"NSLOCTEXT("""", ""ItemTable_20860_Name"", ""XX_Tiger_White_Jab1"")"
20861,"NSLOCTEXT("""", ""ItemTable_20861_Name"", ""XX_Tiger_White_Jab2"")"
20862,"NSLOCTEXT("""", ""ItemTable_20862_Name"", ""XX_Tiger_White_Overhead"")"
20863,"NSLOCTEXT("""", ""ItemTable_20863_Name"", ""XX_Tiger_White_Sidedash_Left"")"
20864,"NSLOCTEXT("""", ""ItemTable_20864_Name"", ""XX_Tiger_White_Sidedash_Right"")"
20865,"NSLOCTEXT("""", ""ItemTable_20865_Name"", ""XX_Tiger_White_Charge"")"
20870,"NSLOCTEXT("""", ""ItemTable_20870_Name"", ""XX_Tiger_White_Jab1"")"
20871,"NSLOCTEXT("""", ""ItemTable_20871_Name"", ""XX_Tiger_White_Jab2"")"
20872,"NSLOCTEXT("""", ""ItemTable_20872_Name"", ""XX_Tiger_White_Overhead"")"
20873,"NSLOCTEXT("""", ""ItemTable_20873_Name"", ""XX_Tiger_White_Sidedash_Left"")"
20874,"NSLOCTEXT("""", ""ItemTable_20874_Name"", ""XX_Tiger_White_Sidedash_Right"")"
20875,"NSLOCTEXT("""", ""ItemTable_20875_Name"", ""XX_Tiger_White_Charge"")"
20876,"NSLOCTEXT("""", ""ItemTable_20876_Name"", ""XX_Tiger_White_Jab1"")"
20877,"NSLOCTEXT("""", ""ItemTable_20877_Name"", ""XX_Tiger_White_Jab2"")"
20878,"NSLOCTEXT("""", ""ItemTable_20878_Name"", ""XX_Tiger_White_Overhead"")"
20879,"NSLOCTEXT("""", ""ItemTable_20879_Name"", ""XX_Tiger_White_Sidedash_Left"")"
20880,"NSLOCTEXT("""", ""ItemTable_20880_Name"", ""XX_Tiger_White_Sidedash_Right"")"
20881,"NSLOCTEXT("""", ""ItemTable_20881_Name"", ""XX_Tiger_White_Charge"")"
20890,"NSLOCTEXT("""", ""ItemTable_20890_Name"", ""XX_LavaWorm_Bite"")"
20891,"NSLOCTEXT("""", ""ItemTable_20891_Name"", ""XX_LavaWorm_LavaSpray"")"
20892,"NSLOCTEXT("""", ""ItemTable_20892_Name"", ""XX_LavaWorm_Spit_1"")"
20893,"NSLOCTEXT("""", ""ItemTable_20893_Name"", ""XX_LavaWorm_Spit_2"")"
20894,"NSLOCTEXT("""", ""ItemTable_20894_Name"", ""XX_LavaWorm_Spit_3"")"
20895,"NSLOCTEXT("""", ""ItemTable_20895_Name"", ""XX_LavaWorm_lavaProjectile"")"
20899,"NSLOCTEXT("""", ""ItemTable_20899_Name"", ""XX_Ooze_Jab1"")"
20900,"NSLOCTEXT("""", ""ItemTable_20900_Name"", ""XX_Ooze_Jab2"")"
20901,"NSLOCTEXT("""", ""ItemTable_20901_Name"", ""XX_Ooze_Jab1"")"
20902,"NSLOCTEXT("""", ""ItemTable_20902_Name"", ""XX_Ooze_Jab2"")"
20903,"NSLOCTEXT("""", ""ItemTable_20903_Name"", ""XX_Ooze_SelfDestruct"")"
20910,"NSLOCTEXT("""", ""ItemTable_20910_Name"", ""XX_Werewolf_Attack"")"
20911,"NSLOCTEXT("""", ""ItemTable_20911_Name"", ""XX_Werewolf_Boss_Attack"")"
20921,"NSLOCTEXT("""", ""ItemTable_20921_Name"", ""XX_GorillaBoss_Jab_1"")"
20922,"NSLOCTEXT("""", ""ItemTable_20922_Name"", ""XX_GorillaBoss_Jab_2"")"
20923,"NSLOCTEXT("""", ""ItemTable_20923_Name"", ""XX_GorillaBoss_Jab_3"")"
20924,"NSLOCTEXT("""", ""ItemTable_20924_Name"", ""XX_GorillaBoss_Smash"")"
20925,"NSLOCTEXT("""", ""ItemTable_20925_Name"", ""XX_GorillaBoss_Charge"")"
20926,"NSLOCTEXT("""", ""ItemTable_20926_Name"", ""XX_GorillaBoss_GroundPound_Single"")"
20927,"NSLOCTEXT("""", ""ItemTable_20927_Name"", ""XX_GorillaBoss_GroundPound_Multi"")"
20928,"NSLOCTEXT("""", ""ItemTable_20928_Name"", ""XX_GorillaBoss_Throw"")"
20929,"NSLOCTEXT("""", ""ItemTable_20929_Name"", ""XX_GorillaBoss_taunt"")"
20930,"NSLOCTEXT("""", ""ItemTable_20930_Name"", ""xx_Yeti_Smash_Pet"")"
20931,"NSLOCTEXT("""", ""ItemTable_20931_Name"", ""xx_Yeti_Stomp_Pet"")"
20932,"NSLOCTEXT("""", ""ItemTable_20932_Name"", ""xx_Yeti_JumpSmash_Pet"")"
20933,"NSLOCTEXT("""", ""ItemTable_20933_Name"", ""xx_Yeti_Smash_PetAlpha"")"
20934,"NSLOCTEXT("""", ""ItemTable_20934_Name"", ""xx_Yeti_Stomp_PetAlpha"")"
20935,"NSLOCTEXT("""", ""ItemTable_20935_Name"", ""xx_Yeti_JumpSmash_PetAlpha"")"
20936,"NSLOCTEXT("""", ""ItemTable_20936_Name"", ""xx_GreyApe_Smash_Pet"")"
20937,"NSLOCTEXT("""", ""ItemTable_20937_Name"", ""xx_GreyApe_Stomp_Pet"")"
